id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,length_max,Tensile strength (Rm)_min,Tensile strength (Rm)_max,tensile_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,yield_mid,Elongation (A%)_min,Elongation (A%)_max,elongation_mid,Reduction of area (Z%)_min,Reduction of area (Z%)_max,reduction_mid,"Hardness (HB, HV, HRC)_min","Hardness (HB, HV, HRC)_max",hardness_mid
807c5103-ccd5-4c18-8bc7-3a69d6c093c0,S235JR,,,Hot Rolled,,Pickled and Oiled,Coils,3.5,3.7,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
d0cbf874-020f-4a43-85f3-e136f09ee1da,HX420LAD,,Z100,Hot-dip Galvanized (+Z),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,1.37,1.63,1600.0,,,,,40000.0,40000.0,,,,,,,,,HX420LAD,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
0859ccb4-cfe1-4930-aaeb-63fc31b5844e,DD12,,,Hot Rolled,,,Coils,3.6,4.0,,,,,,,,,,,,,,,,DD12,,,EN 10111:2008,≤0.10,≤0.45,,≤0.035,≤0.035,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,Drawing quality steel,Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
11507d39-b030-464d-95d4-d3ebbb0545a7,DX51D,,AS100,Aluminized (+AS/+AL),,Dry,Coils,2.0,2.0,1500.0,,,,,20000.0,24000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
c84fd909-5885-4672-b8ca-0bc291cda986,S355MC,,,Hot Rolled,,Oiled (O),Coils,6.0,6.0,1500.0,1500.0,,,,25000.0,25000.0,,,,,,,,,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,430.0,550.0,490.0,355.0,355.0,355.0,22.0,22.0,22.0,,,,,,
f6f8a007-7d2e-4e3e-89bd-3fc5709682f4,S500MC,,,Hot Rolled,,,Coils,7.0,8.0,,,,,,,,,,,,,,,,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,,550.0,700.0,625.0,500.0,500.0,500.0,14.0,14.0,14.0,,,,,,
c9bf28ea-da72-42e3-9721-73dd2d6c03e9,DX51D,,AS120,Aluminized (+AS/+AL),,Lightly Oiled (L),Coils,2.0,2.0,1500.0,,,,,20000.0,24000.0,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
00957f2f-a340-4843-9ed8-a70ce4848bae,HC550LA,,,,,,Coils,,,,,,,,,,,,,,,,,,HC550LA,,,Automotive specification,≤0.12,0.80-1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,600-760 MPa,≥550 MPa,≥17%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,600.0,760.0,680.0,550.0,550.0,550.0,17.0,17.0,17.0,,,,,,
d1ce345d-8cb5-44b2-9013-3c5f4a809052,S315MC,,,,,,Coils,,,,,,,,,,,,,,,,,,S315MC,,,EN 10149-2:2013,≤0.12,≤1.40,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,390-510 MPa,≥315 MPa,≥24%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,390.0,510.0,450.0,315.0,315.0,315.0,24.0,24.0,24.0,,,,,,
77988b8f-8a58-4dc2-9b92-8b7d4c0254b4,S700MC,,,,,,Coils,,,,,,,,,,,,,,,,,,S700MC,,,EN 10149-2:2013,≤0.12,≤2.10,≤0.60,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,750-950 MPa,≥700 MPa,≥12%,,,,,,Standard Specifications,"Cold forming, automotive, high strength applications",Microalloyed Steel,≤0.22,,,750.0,950.0,850.0,700.0,700.0,700.0,12.0,12.0,12.0,,,,,,
efad167d-ff24-4216-af83-e231f3db57eb,S235JR,,,,,,Strips,,,,,,,,,,,,,,,,,,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
ada2d439-02d7-4b2d-b1fb-3aeae9a73334,DX51,,,,,,Coils,,,,,,,,,,,,,,,,,,DX51,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
1c6c26ac-9e1e-450a-b260-f1cfc4825d8e,DX52,,,,,,Coils,,,,,,,,,,,,,,,,,,DX52,,,EN 10346:2015,≤0.10,≤0.45,,≤0.035,≤0.100,,,,,,,,≥0.010,,,,,270-420 MPa,≤300 MPa,≥26%,,,,,,Standard Specifications,Galvanized steel for deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,420.0,345.0,300.0,300.0,300.0,26.0,26.0,26.0,,,,,,
99da9f39-2d62-4da9-993c-06c5eadcba5d,DX53,,,,,,Coils,,,,,,,,,,,,,,,,,,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,380.0,325.0,260.0,260.0,260.0,30.0,30.0,30.0,,,,,,
994d6484-f42b-43db-909f-0de61a2999bf,DX54,,,,,,Coils,,,,,,,,,,,,,,,,,,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
354f019f-8936-46c7-aa22-c7a3d399d21a,DX55,,,,,,Coils,,,,,,,,,,,,,,,,,,DX55,,,EN 10346:2015,≤0.04,≤0.30,,≤0.020,≤0.040,,,,,,,,≥0.010,,,,,270-330 MPa,≤200 MPa,≥38%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,330.0,300.0,200.0,200.0,200.0,38.0,38.0,38.0,,,,,,
ae9679ce-2349-45e2-bc4c-07e0d4babcc0,DX56,,,,,,Coils,,,,,,,,,,,,,,,,,,DX56,,,EN 10346:2015,≤0.02,≤0.25,,≤0.015,≤0.020,,,,,,,,≥0.010,,,,,270-310 MPa,≤180 MPa,≥40%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,310.0,290.0,180.0,180.0,180.0,40.0,40.0,40.0,,,,,,
cd671549-c18e-44d4-9c3b-1b0c228f87dc,S350GD,,,,,,Coils,,,,,,,,,,,,,,,,,,S350GD,,,EN 10346:2015,≤0.25,≤1.50,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,420-580 MPa,≥350 MPa,≥16%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,,420.0,580.0,500.0,350.0,350.0,350.0,16.0,16.0,16.0,,,,,,
214495fa-9e1c-4cee-80f0-2efb0d3e8d68,DX56,,Z140,Hot-dip Galvanized (+Z),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,,,1250.0,1250.0,,,,,,,,,,,,,,DX56,,,EN 10346:2015,≤0.02,≤0.25,,≤0.015,≤0.020,,,,,,,,≥0.010,,,,,270-310 MPa,≤180 MPa,≥40%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,310.0,290.0,180.0,180.0,180.0,40.0,40.0,40.0,,,,,,
02871910-2424-46d2-bd2c-52a716b09c00,DC01,,ZE25/25,Electro-Galvanized (+ZE),,,Coils,1.5,1.5,,,,,,,,,,,,,,,,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
9b7a2684-622a-4565-9fd5-6a45d6459641,DX52D,,Z070,Hot-dip Galvanized (+Z/+GI),,,Coils,1.7,1.72,,,,,,,,,,,,,,,,DX52D,,,EN 10346:2015,≤0.10,≤0.45,,≤0.035,≤0.100,,,,,,,,≥0.010,,,,,270-420 MPa,≤300 MPa,≥26%,,,,,,Standard Specifications,Galvanized steel for deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,420.0,345.0,300.0,300.0,300.0,26.0,26.0,26.0,,,,,,
5fd86252-f5e2-4df2-a96a-d4f1bd750991,S235JR,,,Hot Rolled,,Pickled and Oiled,Coils,2.0,2.0,1500.0,1500.0,,,,25000.0,25000.0,,,,,,,,,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
6a2dc825-fd93-414d-88c8-2171477ac50a,DX54,,ZM100,Dry,,,Coils,1.0,1.0,,,,,,20000.0,24000.0,,,,,,,,,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
089c8297-8e4d-4b61-8b7b-cc36ae22796f,DX54,,ZM100,Dry,,,Coils,0.75,0.75,,,,,,25000.0,25000.0,,,,,,,,,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
0e78e148-b436-411e-9990-32ae1926631a,S235JR,,,,,,Plates,10.0,10.0,1500.0,1500.0,3000.0,3000.0,,100000.0,100000.0,,,,,,,,,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,,360.0,510.0,435.0,235.0,235.0,235.0,26.0,26.0,26.0,,,,,,
faa4ba49-6740-4b61-a4f6-0809a4b4e04a,S355MC,,,,,,Coils,10.0,10.0,1500.0,1500.0,3000.0,3000.0,,100000.0,100000.0,,,,,,,,,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,430.0,550.0,490.0,355.0,355.0,355.0,22.0,22.0,22.0,,,,,,
dcd64849-e00f-4395-98a4-3d507a711cac,S380MC,,,,,,Coils,4.5,4.5,,1520.0,,,,8000.0,25000.0,610.0,610.0,,,,,,,S380MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,450-590 MPa,≥380 MPa,≥21%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,450.0,590.0,520.0,380.0,380.0,380.0,21.0,21.0,21.0,,,,,,
c6abbd79-f092-42c4-90f2-4885abbd7b43,DC01,,,Cold Rolled,,,Coils,0.5,0.6,,,,,,,,,,,,,,,,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,,270.0,410.0,340.0,280.0,280.0,280.0,28.0,28.0,28.0,,,,,,
b0867545-e3a6-4536-bccd-9d4e1eff937e,DC04,,,Cold Rolled,,,Coils,0.5,0.6,,,,,,,,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
97a980bc-618b-4514-9e91-f64d6372af33,DX56,,Z140,Hot-dip Galvanized (+Z),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,,,1250.0,1250.0,,,,,,,,,,,,,,DX56,,,EN 10346:2015,≤0.02,≤0.25,,≤0.015,≤0.020,,,,,,,,≥0.010,,,,,270-310 MPa,≤180 MPa,≥40%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,310.0,290.0,180.0,180.0,180.0,40.0,40.0,40.0,,,,,,
99bdb0cc-ab82-49ee-8619-9db5dadd642f,DC04,,ZE75/75,Electro-Galvanized (+ZE),Conventional surface (A),Phosphated and oiled (PO),Coils,0.7,0.7,,,,,,40000.0,50000.0,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
eed02859-50cc-49f5-8b28-1ec074702cb7,S700MC,,,,,Oiled (O),Coils,3.0,3.0,,,,,,,,,,,,,,,,S700MC,,,EN 10149-2:2013,≤0.12,≤2.10,≤0.60,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,750-950 MPa,≥700 MPa,≥12%,,,,,,Standard Specifications,"Cold forming, automotive, high strength applications",Microalloyed Steel,≤0.22,,,750.0,950.0,850.0,700.0,700.0,700.0,12.0,12.0,12.0,,,,,,
c6e2a8e0-317d-49c6-97ba-9c0692359c59,S500MC,,,,,,Plates,5.5,5.5,80.0,80.0,200.0,200.0,,,,,,,,,,,,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,,550.0,700.0,625.0,500.0,500.0,500.0,14.0,14.0,14.0,,,,,,
549192db-201e-4728-b3f9-54938138c8d1,S420MC,,,,,,Plates,2.75,2.75,80.0,80.0,200.0,200.0,,,,,,,,,,,,S420MC,,,EN 10149-2:2013,≤0.12,≤1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,,480.0,620.0,550.0,420.0,420.0,420.0,19.0,19.0,19.0,,,,,,
695800c4-9a50-43c4-9034-a9a4a6fb86d4,S355MC,,,Hot Rolled,,Oiled (O),Coils,5.0,5.0,,,,,,25000.0,25000.0,,,,,,,,,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,430.0,550.0,490.0,355.0,355.0,355.0,22.0,22.0,22.0,,,,,,
617f38fb-00fe-4ad2-ae0f-a64c4a5be1b1,DX54D,,ZF050,Galvannealed,,Dry,Coils,0.97,1.05,,1620.0,,,,,,,,,,,,,,DX54D,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
a3958665-7b55-4b85-9e84-8856638defd5,S355MC,,,,,Oiled (O),Coils,2.5,2.5,1050.0,1050.0,,,,25000.0,25000.0,,,,,,,,,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,,430.0,550.0,490.0,355.0,355.0,355.0,22.0,22.0,22.0,,,,,,
e1741ce6-d9ae-41d3-990f-fd821daa8b8e,HC420LA,,,,,Lightly Oiled (L),Coils,3.0,3.0,1210.0,1210.0,,,,6000.0,6000.0,,,,,,,,,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
deca90e4-b417-43da-a397-1d3f43d426a3,DX54D,,ZF060,Galvannealed,,Dry,Coils,0.97,1.05,,1620.0,,,,,,,,,,,,,,DX54D,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
be98823e-7de2-4c2e-952a-f4d8004891c2,DX54D,,ZF070,Galvannealed,,Dry,Coils,0.97,1.05,,1620.0,,,,,,,,,,,,,,DX54D,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,350.0,310.0,220.0,220.0,220.0,36.0,36.0,36.0,,,,,,
0b2f966d-8a4e-4745-98a2-dbed042195b0,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,1.5,1.5,1000.0,1000.0,,,,,,,,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
7fd6cfac-fab4-415c-acc5-a03e8896b0eb,HC260Y,,,Hot-dip Galvanized (+Z/+GI),,,Coils,1.2,1.2,1298.0,1298.0,,,,,40000.0,,,,,,,,,HC260Y,,,Automotive specification,≤0.10,0.40-0.80,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,350-450 MPa,≥260 MPa,≥27%,,,,,,Standard Specifications,Automotive high yield strength steel,HSLA Steel,,,,350.0,450.0,400.0,260.0,260.0,260.0,27.0,27.0,27.0,,,,,,
eecb83ef-8836-4a6b-a880-5279f9f6d0c2,H380LAD,,Z100,Hot-dip Galvanized (+Z/+GI),,,Coils,1.9,1.9,1525.0,1525.0,,,,,40000.0,,,,,,,,,H380LAD,,,Automotive specification,≤0.12,0.70-1.40,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,450-580 MPa,≥380 MPa,≥25%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,,450.0,580.0,515.0,380.0,380.0,380.0,25.0,25.0,25.0,,,,,,
87d99bfa-3787-46fa-b3e2-b2c7c12b38cd,HX420LAD,,Z080,Hot-dip Galvanized (+Z/+GI),,,Coils,2.7,2.7,1230.0,1230.0,,,,,40000.0,,,,,,,,,HX420LAD,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
1d7b7693-2ed9-40f3-b3b2-3f04b897c001,HX420LAD,,Z100,Hot-dip Galvanized (+Z/+GI),,,Coils,2.7,2.7,1230.0,1230.0,,,,,40000.0,,,,,,,,,HX420LAD,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,,480.0,620.0,550.0,420.0,420.0,420.0,23.0,23.0,23.0,,,,,,
a6dddd00-595d-41a8-9b00-c54a2591ad02,DC04,,ZE75/75,Electro-Galvanized (+ZE),,Oiled (O),Coils,1.75,1.75,320.0,320.0,,,,,,,,,,,,,,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,,270.0,350.0,310.0,210.0,210.0,210.0,38.0,38.0,38.0,,,,,,
92727d04-a1fa-4f21-88a4-db85458f7f52,S700MC,,,Hot Rolled,,,Coils,3.0,3.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,S700MC,,,EN 10149-2:2013,≤0.12,≤2.10,≤0.60,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,750-950 MPa,≥700 MPa,≥12%,,,,,,Standard Specifications,"Cold forming, automotive, high strength applications",Microalloyed Steel,≤0.22,,,750.0,950.0,850.0,700.0,700.0,700.0,12.0,12.0,12.0,,,,,,
4abe8206-5516-481f-8df3-39702b02717b,DX52D,,Z075,Hot-dip Galvanized (+Z/+GI),,,Coils,1.7,1.72,,,,,,,,,,,,,,,,DX52D,,,EN 10346:2015,≤0.10,≤0.45,,≤0.035,≤0.100,,,,,,,,≥0.010,,,,,270-420 MPa,≤300 MPa,≥26%,,,,,,Standard Specifications,Galvanized steel for deep drawing,Galvanized Steel,,Hot-dip galvanized,,270.0,420.0,345.0,300.0,300.0,300.0,26.0,26.0,26.0,,,,,,
a5be16c4-17fd-4301-a0f4-5770f68d13a7,DC02,,,Cold Rolled,,,Coils,0.5,0.6,,,,,,,,,,,,,,,,DC02,,,EN 10130:2006,≤0.10,≤0.45,,≤0.035,≤0.035,,,,,,,,,,,,,270-380 MPa,≤240 MPa,≥32%,,,,,,Standard Specifications,Cold rolled drawing quality,Cold Rolled Steel,,,,270.0,380.0,325.0,240.0,240.0,240.0,32.0,32.0,32.0,,,,,,
dbb1dcaf-1c94-4960-86b1-23a763d1287f,DX51D,,Z100,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,1.39,1.61,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,,270.0,500.0,385.0,350.0,350.0,350.0,22.0,22.0,22.0,,,,,,
15ecc0a5-3ba8-485b-ae6d-05da7ca16380,95CR1,,,,,,Coils,2.0,2.5,1000.0,,,,,20000.0,20000.0,,,,,,,,,95CR1,,,DIN 17230,0.90-1.05,0.25-0.45,0.15-0.35,,,0.40-0.60,,,,,,,,,,,,850-1000 MPa,,,,255-300 HB,,,,Standard Specifications,Tool steel,Tool Steel,,,,850.0,1000.0,925.0,,,,,,,,,,255.0,300.0,277.5
902ba47a-2f9d-4b5e-b285-b29a7c2b3437,C100,,,,,,Coils,2.0,2.5,1000.0,,,,,20000.0,20000.0,,,,,,,,,C100,,,EN 10083-2:2006,0.95-1.05,0.30-0.60,0.15-0.35,≤0.045,≤0.045,,,,,,,,,,,,,850-1000 MPa,≥580 MPa,≥8%,,255-300 HB,,,,Standard Specifications,High carbon tool steel,Carbon Steel,,,,850.0,1000.0,925.0,580.0,580.0,580.0,8.0,8.0,8.0,,,,255.0,300.0,277.5
